,Partner Name,Specializations Link,Specializations Title ,description,Star Rating 5,Reviwers,meta,Course 1 Title,Course 1 link,Course 1 Duration Hours,Course 1 Rating 5 Stars,Course 1 Number of Raters ,Course 1 enrollment,Course 2 Title,Course 2 link,Course 2 Duration Hours,Course 2 Rating 5 Stars,Course 2 Number of Raters ,Course 2 enrollment,Course 3 Title,Course 3 link,Course 3 Duration Hours,Course 3 Rating 5 Stars,Course 3 Number of Raters ,Course 3 enrollment,Course 4 Title,Course 4 link,Course 4 Duration Hours,Course 4 Rating 5 Stars,Course 4 Number of Raters ,Course 4 enrollment,Course 5 Title,Course 5 link,Course 5 Duration Hours,Course 5 Rating 5 Stars,Course 5 Number of Raters ,Course 5 enrollment,Course 6 Title,Course 6 link,Course 6 Duration Hours,Course 6 Rating 5 Stars,Course 6 Number of Raters ,Course 6 enrollment,Course 7 Title,Course 7 link,Course 7 Duration Hours,Course 7 Rating 5 Stars,Course 7 Number of Raters ,Course 7 enrollment,Course 8 Title,Course 8 link,Course 8 Duration Hours,Course 8 Rating 5 Stars,Course 8 Number of Raters ,Course 8 enrollment,Course 9 Title,Course 9 link,Course 9 Duration Hours,Course 9 Rating 5 Stars,Course 9 Number of Raters ,Course 9 enrollment,Course 10 Title,Course 10 link,Course 10 Duration Hours,Course 10 Rating 5 Stars,Course 10 Number of Raters ,Course 10 enrollment,Course 11 Title,Course 11 link,Course 11 Duration Hours,Course 11 Rating 5 Stars,Course 11 Number of Raters ,Course 11 enrollment,Course 12 Title,Course 12 link,Course 12 Duration Hours,Course 12 Rating 5 Stars,Course 12 Number of Raters ,Course 12 enrollment,Course 13 Title,Course 13 link,Course 13 Duration Hours,Course 13 Rating 5 Stars,Course 13 Number of Raters ,Course 13 enrollment
393,University of Colorado Boulder,/specializations/modeling-and-control-of-power-electronics,Modeling and Control of Power Electronics,"Skills you'll gain: Research and Design, Strategy and Operations, Mathematics, Operations Research, Computer Networking, Data Analysis, Matlab, Network Model",4.7,13,Intermediate   Specialization   3 - 6 Months,Averaged-Switch Modeling and Simulation,/learn/averagedswitchmodelingandsimulation?specialization=modeling-and-control-of-power-electronics,16,4.7,75,6843,Techniques of Design-Oriented Analysis,/learn/techniques-of-design-oriented-analysis?specialization=modeling-and-control-of-power-electronics,12,4.9,22,2615,Input Filter Design,/learn/inputfilterdesign?specialization=modeling-and-control-of-power-electronics,11,4.8,30,4693,Current-Mode Control,/learn/current-modecontrol?specialization=modeling-and-control-of-power-electronics,13,4.9,16,3086,Modeling and Control of Single-Phase Rectifiers and Inverters,/learn/modeling-and-control-of-single-phase-rectifiers-and-inverters?specialization=modeling-and-control-of-power-electronics,13,4.6,30,6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Rutgers the State University of New Jersey,/specializations/healthcare-organization-operations,Healthcare Organization Operations,"Skills you'll gain: Leadership and Management, Entrepreneurship, Strategy and Operations, Business Process Management, Business Analysis, Data Management, Clinical Data Management, Communication, Data Analysis, Human Resources, Advertising, Basic Descriptive Statistics, Benefits, Business Communication, Business Psychology, Databases, Finance, Innovation, Marketing, Operations Management, Organizational Development, People Analysis, Probability & Statistics, Process Analysis, Regulations and Compliance, Research and Design, SQL, Spreadsheet Software, Statistical Analysis, Statistical Programming, Supply Chain Systems, Supply Chain and Logistics, Calculus, Sales",4.6,548,Beginner   Specialization   3 - 6 Months,Healthcare Organizations and the Health System,/learn/healthcare-organizations-health-system?specialization=healthcare-organization-operations,17,4.6,287,20694,Health Care Delivery in Healthcare Organizations,/learn/healthcare-delivery-in-healthcare-organizations?specialization=healthcare-organization-operations,14,4.7,115,6721,Business Process Management in Healthcare Organizations,/learn/business-process-management-in-healthcare-organizations?specialization=healthcare-organization-operations,13,4.6,151,9501,Quality Improvement in Healthcare Organizations,/learn/quality-improvement-in-healthcare-organizations?specialization=healthcare-organization-operations,13,4.7,165,8556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,INSEAD,/specializations/web3-blockchain-global-commerce,Web3 and Blockchain in Global Commerce,"Skills you'll gain: Finance, BlockChain, Supply Chain Systems, Supply Chain and Logistics, FinTech, Entrepreneurship, Leadership and Management, Computer Architecture, Computer Networking, Internet Of Things, Software Engineering, Business Process Management, Creativity, Cryptography, Human Resources, Marketing, Regulations and Compliance, Research and Design, Security Engineering, Strategy and Operations, Theoretical Computer Science, Strategy",4.6,37,Beginner   Specialization   3 - 6 Months,Introduction to Blockchain for Global Commerce,/learn/introduction-to-blockchain-for-global-commerce?specialization=web3-blockchain-global-commerce,33,4.7,20,2771,Web3 and Blockchain Transformations in Global Supply Chains,/learn/web3-and-blockchain-transformations-in-global-supply-chains?specialization=web3-blockchain-global-commerce,12,4.6,17,NONE,Web3 and Blockchain Leadership for Transformation,/learn/web3-and-blockchain-leadership-for-transformation?specialization=web3-blockchain-global-commerce,23,,,NONE,Blockchain Opportunity Analysis for Global Commerce,/learn/blockchain-opportunity-analysis-global-commerce?specialization=web3-blockchain-global-commerce,12,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,University of Illinois at Urbana-Champaign,/specializations/financial-reporting,Financial Reporting,"Skills you'll gain: Accounting, Financial Accounting, Generally Accepted Accounting Principles GAAP), General Accounting, Accounts Payable and Receivable, Inventory Management, Supply Chain and Logistics, Taxes, Leadership and Management, Audit, Corporate Accouting, Cost Accounting, Finance, Financial Analysis, Investment Management, Business Analysis, Data Analysis, Marketing",4.7,777,Intermediate   Specialization   3 - 6 Months,Accounting Analysis I: The Role of Accounting as an Information System,/learn/accounting-information-system?specialization=financial-reporting,28,4.8,624,34851,Accounting Analysis I: Measurement and Disclosure of Assets,/learn/asset-measurement-disclosure?specialization=financial-reporting,21,4.8,172,13708,Accounting Analysis II: Measurement and Disclosure of Liabilities,/learn/accounting-analysis-2-liabilities?specialization=financial-reporting,33,4.6,113,9919,Accounting Analysis II: Accounting for Liabilities and Equity,/learn/accounting-analysis-2-equity?specialization=financial-reporting,47,4.7,88,9183,Financial Reporting Capstone,/learn/financial-reporting-capstone?specialization=financial-reporting,20,3.8,33,5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,TecnolÃ³gico de Monterrey,/specializations/liderazgo-habilidades-negociacion,Liderazgo y habilidades de negociaciÃ³n,"Skills you'll gain: Communication, Marketing, Negotiation, Sales, Leadership and Management, Emotional Intelligence, Strategy and Operations, Entrepreneurship, Strategy, Contract Management",4.8,533,Advanced   Specialization   1 - 3 Months,ComunicaciÃ³n efectiva para el lder actual,/learn/comunicacin-efectiva-para-el-lder-actual?specialization=liderazgo-habilidades-negociacion,26,4.8,414,12106,Habilidades de negociaciÃ³n y comunicaciÃ³n efectiva,/learn/habilidades-de-negociacin-y-comunicacin-efectiva?specialization=liderazgo-habilidades-negociacion,26,4.8,120,4274,Estrategias y estilos de negociaciÃ³nÂ\xa0Â\xa0Â\xa0Â\xa0Â\xa0Â\xa0,/learn/estrategias-y-estilos-de-negociacin?specialization=liderazgo-habilidades-negociacion,26,4.7,32,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Google Cloud,/specializations/organizational-change-and-culture-for-adopting-google-cloud,Organizational Change and Culture for Adopting Google Cloud,"Skills you'll gain: Leadership and Management, Cloud Computing, Entrepreneurship, Research and Design, Strategy and Operations, Business Analysis, Business Transformation, Cloud Standards, Communication, DevOps, Innovation, Change Management, Collaboration, Small Data, Design and Product, Product Development, Product Management, Google Cloud Platform, Business Psychology, Continuous Delivery, Devops Tools, Human Resources, Leadership Development, Operations Management, Cloud API, Cloud Infrastructure, Cloud Platforms, Google App Engine, Computer Security Incident Management, Continuous Integration, Culture, Emotional Intelligence, Human Computer Interaction, Problem Solving, Product Design, Recruitment, Security Engineering, Security Strategy, Software Architecture, Software Engineering, Software Engineering Tools, Talent Management, User Experience, User Experience Design, Sales, Software Testing, Theoretical Computer Science",4.7,3400,Beginner   Specialization   3 - 6 Months,Infrastructure and Application Modernization with Google Cloud,/learn/google-cloud-product-fundamentals?specialization=organizational-change-and-culture-for-adopting-google-cloud,2,4.7,1424,39321,Managing Change when Moving to Google Cloud,/learn/managing-change-when-moving-to-google-cloud?specialization=organizational-change-and-culture-for-adopting-google-cloud,1,4.6,161,3897,Developing a Google SRE Culture,/learn/developing-a-google-sre-culture?specialization=organizational-change-and-culture-for-adopting-google-cloud,7,4.7,798,21613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,University of Colorado Boulder,/specializations/active-optical-devices,Active Optical Devices,"Skills you'll gain: Applied Mathematics, Matlab",4.1,98,Advanced   Specialization   3 - 6 Months,Light Emitting Diodes and Semiconductor Lasers,/learn/leds-semiconductor-lasers?specialization=active-optical-devices,24,4,44,10190,Nanophotonics and Detectors,/learn/nanophotonics-detectors?specialization=active-optical-devices,15,4.1,21,5200,Displays,/learn/displays?specialization=active-optical-devices,7,4.3,44,3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Northwestern University,/specializations/content-strategy,Content Strategy for Professionals,"Skills you'll gain: Accounting, Big Data, Brand Management, Business Analysis, Business Psychology, Communication, Computer Networking, Computer Programming, Data Analysis, Data Management, Digital Marketing, Entrepreneurship, Financial Analysis, General Statistics, Human Computer Interaction, Human Learning, Influencing, Leadership and Management, Marketing, Network Model, Other Programming Languages, Planning, Probability & Statistics, Programming Principles, Public Relations, Sales, Social Media, Strategy, Strategy and Operations, Supply Chain and Logistics, User Experience, Web Development, Writing",4.6,871,Beginner   Specialization   3 - 6 Months,Content Strategy for Professionals: Engaging Audiences,/learn/engagement-strategy?specialization=content-strategy,5,4.6,677,40120,Content Strategy for Professionals: Managing Content,/learn/content-management-strategy?specialization=content-strategy,5,4.5,314,16702,Content Strategy for Professionals: Expanding Your Contentâ\x80\x99s Reach,/learn/increase-reach?specialization=content-strategy,5,4.5,198,11885,": ""Content Strategy for Professionals: Ensuring Your Content s Impact"", ",/learn/effective-content-strategy?specialization=content-strategy,5,4.6,171,13242,Content Strategy for Professionals: Capstone Project,/learn/content-strategy-project?specialization=content-strategy,2,4.6,56,2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,The University of Notre Dame,/specializations/ethical-leadership,Ethical Leadership,"Skills you'll gain: Leadership and Management, Strategy and Operations, Research and Design, Business Analysis, Critical Thinking, Entrepreneurship, Communication, Sales, Human Resources, Operating Systems, Security Engineering, Software Security, System Security, Conflict Management, Marketing, Problem Solving, Business Communication, Business Psychology, Culture, Decision Making, Corporate Accouting",4.8,4,Beginner   Specialization   3 - 6 Months,Why Business? What is the Role of Business in a Just and Humane Society,/learn/why-business?specialization=ethical-leadership,22,4.9,10,NONE,Ethics of Communication,/learn/ethics-of-communication?specialization=ethical-leadership,19,4.8,17,NONE,Ethics of Technology,/learn/ethical-use-of-technology?specialization=ethical-leadership,16,4.9,15,NONE,The Discipline of Leadership,/learn/the-discipline-of-leadership?specialization=ethical-leadership,22,,,NONE,Leadership for an Increasingly Diverse World,/learn/leadership-in-an-increasingly-diverse-world?specialization=ethical-leadership,23,,,NONE,Leading from Within,/learn/leading-from-within?specialization=ethical-leadership,26,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,University of Toronto,/specializations/plant-bioinformatic-methods,Plant Bioinformatic Methods,"Skills you'll gain: Bioinformatics, Probability & Statistics, Data Visualization, R Programming, Statistical Programming, Agile Software Development, Algorithms, Data Management, Data Structures, Databases, General Statistics, Research and Design, Software Engineering, Statistical Visualization, Theoretical Computer Science",4.7,200,Beginner   Specialization   3 - 6 Months,Bioinformatic Methods I,/learn/bioinformatics-methods-1?specialization=plant-bioinformatic-methods,19,4.7,1659,104434,Bioinformatic Methods II,/learn/bioinformatics-methods-2?specialization=plant-bioinformatic-methods,18,4.7,466,33545,Plant Bioinformatics,/learn/plant-bioinformatics?specialization=plant-bioinformatic-methods,13,4.8,220,9581,Plant Bioinformatics Capstone,/learn/plant-bioinformatics-capstone?specialization=plant-bioinformatic-methods,9,4.7,26,3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,University of Colorado Boulder,/specializations/international-business,International Business,"Skills you'll gain: Leadership and Management, Strategy and Operations, Marketing, Sales, Entrepreneurship, Finance, Strategy, Supply Chain and Logistics, Accounting, B2B Sales, Business Analysis, Business Development, Business Psychology, Culture, General Accounting, Research and Design, Adaptability, Communication, FinTech, Human Resources, Marketing Management, Mergers & Acquisitions, Operations Management, Regulations and Compliance, Supply Chain Systems, Transportation Operations Management",4.8,303,Beginner   Specialization   3 - 6 Months,International Business Context,/learn/international-business-context?specialization=international-business,15,4.7,133,7009,International Business and Culture,/learn/international-business-culture?specialization=international-business,12,4.8,77,3191,International Business Operations,/learn/international-business-operations?specialization=international-business,12,4.8,93,5818,International Business Venturing Abroad,/learn/international-business-venturing-abroad?specialization=international-business,11,4.8,62,2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Google Cloud,/specializations/customer-experiences-with-contact-center-ai-dialogflow-cx,Customer Experiences with Contact Center AI - Dialogflow CX,"Skills you'll gain: Machine Learning, Natural Language Processing, Business Psychology, Research and Design, User Experience Design, Human Computer Interaction, Applied Machine Learning, Cloud Computing, Reinforcement Learning, Software Architecture, Software Engineering, Theoretical Computer Science, Mobile Development, Other Mobile Programming Languages, User Experience, Communication, Computer Architecture, Computer Graphics, Computer Networking, Continuous Integration, DevOps, Google Cloud Platform, Interactive Design, Network Architecture, Software As A Service, Finance, Operations Management",4.4,211,Beginner   Specialization   3 - 6 Months,Contact Center AI: Conversational Design Fundamentals,/learn/contact-center-ai-conversational-design-fundamentals?specialization=customer-experiences-with-contact-center-ai-dialogflow-cx,4,4.5,159,7217,Virtual Agent Development in Dialogflow CX for Citizen Devs,/learn/ccai-virtual-agent-development-in-dialogflow-cx-for-citizen-developers?specialization=customer-experiences-with-contact-center-ai-dialogflow-cx,11,4.5,30,7048,Virtual Agent Development in Dialogflow CX for Software Devs,/learn/ccai-virtual-agent-development-in-dialogflow-cx-for-software-developers?specialization=customer-experiences-with-contact-center-ai-dialogflow-cx,9,3.7,18,18339,Contact Center AI: Operations and Implementation,/learn/contact-center-ai-operations-and-implementation?specialization=customer-experiences-with-contact-center-ai-dialogflow-cx,7,4.6,41,2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
